date,open,close,high,low,volume
2023-05-26,3198.880,3212.500,3220.770,3179.820,261700479.000
2023-05-29,3219.760,3221.450,3230.970,3208.960,297389487.000
2023-05-30,3214.670,3224.210,3230.630,3186.630,303532460.000
2023-05-31,3214.660,3204.560,3216.360,3190.270,294573338.000
2023-06-01,3196.150,3204.630,3225.090,3189.520,312330759.000
2023-06-02,3212.450,3230.070,3233.990,3211.740,294667098.000
2023-06-05,3231.810,3232.440,3244.180,3221.630,278060203.000
2023-06-06,3228.410,3195.340,3247.350,3189.270,308285872.000
2023-06-07,3197.470,3197.760,3210.330,3188.010,258063400.000
2023-06-08,3194.830,3213.590,3225.530,3180.540,293530741.000
2023-06-09,3213.030,3231.410,3231.410,3206.100,314155501.000
2023-06-12,3225.300,3228.830,3239.440,3210.710,313784444.000
2023-06-13,3223.900,3233.670,3235.090,3215.500,280628454.000
2023-06-14,3238.120,3228.990,3248.460,3226.770,303537260.000
2023-06-15,3230.450,3252.980,3252.980,3229.150,313255752.000
2023-06-16,3256.300,3273.330,3276.550,3255.500,326281846.000
2023-06-19,3271.160,3255.810,3271.160,3251.780,327753047.000
2023-06-20,3252.540,3240.360,3252.840,3237.790,298260596.000
2023-06-21,3230.110,3197.900,3236.360,3197.900,294377372.000
2023-06-26,3177.230,3150.620,3181.080,3144.250,308129811.000
2023-06-27,3153.310,3189.440,3194.410,3148.270,287604327.000
2023-06-28,3183.490,3189.380,3192.660,3157.120,276231948.000
2023-06-29,3185.420,3182.380,3196.500,3179.530,250340074.000
2023-06-30,3178.920,3202.060,3212.990,3177.990,265379873.000
2023-07-03,3209.160,3243.980,3246.860,3209.160,312371395.000
2023-07-04,3241.230,3245.350,3246.960,3233.990,279248721.000
2023-07-05,3240.050,3222.950,3241.840,3218.600,264016426.000
2023-07-06,3215.860,3205.570,3229.480,3199.720,246119032.000
2023-07-07,3197.470,3196.610,3212.050,3189.210,255688469.000
2023-07-10,3208.730,3203.700,3216.530,3192.660,236560367.000
2023-07-11,3211.120,3221.370,3221.680,3200.380,227600467.000
2023-07-12,3220.380,3196.130,3224.330,3193.440,271423386.000
2023-07-13,3202.700,3236.480,3238.470,3202.700,276620508.000
2023-07-14,3240.970,3237.700,3248.380,3234.000,273327494.000
2023-07-17,3219.020,3209.630,3219.020,3195.890,250208376.000
2023-07-18,3206.790,3197.820,3210.250,3190.000,235030259.000
2023-07-19,3195.010,3198.840,3204.360,3181.560,217355860.000
2023-07-20,3201.910,3169.520,3209.060,3165.670,238932891.000
2023-07-21,3163.420,3167.750,3185.640,3157.330,225331363.000
2023-07-24,3157.470,3164.160,3178.730,3151.130,216595211.000
2023-07-25,3201.460,3231.520,3231.750,3201.460,348617714.000
2023-07-26,3228.090,3223.030,3229.890,3212.880,317206051.000
2023-07-27,3225.480,3216.670,3245.600,3210.470,327118867.000
2023-07-28,3206.740,3275.930,3280.280,3200.990,411068434.000
2023-07-31,3287.210,3291.040,3322.130,3281.010,459030994.000
2023-08-01,3288.760,3290.950,3305.340,3279.570,459890833.000
2023-08-02,3281.860,3261.690,3290.820,3252.300,405341499.000
2023-08-03,3254.570,3280.460,3280.860,3247.270,384691317.000
2023-08-04,3296.090,3288.080,3315.050,3281.730,470927697.000
2023-08-07,3276.780,3268.830,3276.780,3258.540,360341484.000
2023-08-08,3260.720,3260.620,3274.520,3246.670,316520733.000
2023-08-09,3251.150,3244.490,3257.080,3240.290,271218538.000
2023-08-10,3242.210,3254.560,3257.030,3234.120,287412142.000
2023-08-11,3254.480,3189.250,3254.480,3189.250,330137750.000
2023-08-14,3159.710,3178.430,3180.510,3141.660,299840327.000
2023-08-15,3180.560,3176.180,3186.230,3147.350,273251922.000
2023-08-16,3164.700,3150.130,3176.630,3149.720,281728292.000
2023-08-17,3137.350,3163.740,3167.450,3123.250,294692586.000
2023-08-18,3165.100,3131.950,3179.120,3131.950,294390352.000
2023-08-21,3125.990,3092.980,3134.960,3092.980,265753423.000
2023-08-22,3103.780,3120.330,3126.780,3074.530,309316335.000
2023-08-23,3116.270,3078.400,3116.380,3077.610,272244124.000
2023-08-24,3085.910,3082.240,3106.180,3072.950,300024637.000
2023-08-25,3068.620,3064.070,3085.050,3053.040,293347686.000
2023-08-28,3219.040,3098.640,3219.040,3089.120,485607764.000
2023-08-29,3091.940,3135.890,3145.760,3090.440,398875780.000
2023-08-30,3144.410,3137.140,3153.690,3126.900,347511867.000
2023-08-31,3134.550,3119.880,3139.980,3113.950,313448242.000
2023-09-01,3126.020,3133.250,3143.850,3123.190,292310992.000
2023-09-04,3145.940,3177.060,3177.060,3143.380,366391140.000
2023-09-05,3169.740,3154.370,3169.740,3150.080,294061849.000
2023-09-06,3147.140,3158.080,3162.150,3136.900,267002230.000
2023-09-07,3152.200,3122.350,3152.270,3120.820,269264733.000
2023-09-08,3114.230,3116.720,3126.040,3104.670,228125064.000
2023-09-11,3119.610,3142.780,3155.100,3113.820,290442917.000
2023-09-12,3140.340,3137.060,3147.510,3134.320,234672051.000
2023-09-13,3137.770,3123.070,3143.760,3106.970,249701038.000
2023-09-14,3124.850,3126.550,3135.030,3111.860,263990138.000
2023-09-15,3133.590,3117.740,3141.960,3107.450,292026365.000
2023-09-18,3110.440,3125.930,3128.700,3098.500,259444257.000
2023-09-19,3123.990,3124.960,3131.130,3113.530,253652761.000
2023-09-20,3118.670,3108.570,3122.130,3108.160,228124462.000
2023-09-21,3103.180,3084.700,3113.490,3084.700,228659100.000
2023-09-22,3084.760,3132.430,3132.560,3078.800,285978351.000
2023-09-25,3131.210,3115.610,3131.210,3112.150,258071885.000
2023-09-26,3114.020,3102.270,3120.290,3102.270,222644313.000
2023-09-27,3104.040,3107.320,3125.450,3103.840,240495830.000
2023-09-28,3117.750,3110.480,3121.840,3105.940,236329981.000
2023-10-09,3100.000,3096.920,3103.360,3072.640,264422205.000
2023-10-10,3104.370,3075.240,3109.980,3073.190,255327379.000
2023-10-11,3085.700,3078.960,3095.660,3071.940,259918692.000
2023-10-12,3101.710,3107.900,3109.990,3092.180,274827998.000
2023-10-13,3092.000,3088.100,3094.920,3080.550,255085235.000
2023-10-16,3091.060,3073.810,3091.130,3063.690,263882363.000
2023-10-17,3076.430,3083.500,3084.070,3064.890,259019588.000
2023-10-18,3076.580,3058.710,3076.580,3057.060,268647155.000
2023-10-19,3043.200,3005.390,3043.200,3004.770,304038910.000
2023-10-20,2995.360,2983.060,3006.270,2977.170,267113594.000
2023-10-23,2969.790,2939.290,2973.660,2923.510,278904128.000
2023-10-24,2944.310,2962.240,2964.760,2929.090,310985389.000
2023-10-25,2986.410,2974.110,2993.300,2972.420,332392004.000
2023-10-26,2960.100,2988.300,2990.330,2956.010,291814511.000
2023-10-27,2978.400,3017.780,3029.210,2974.880,321803717.000
2023-10-30,3009.610,3021.550,3028.260,3002.350,360604238.000
2023-10-31,3019.650,3018.770,3023.000,3006.610,319859967.000
2023-11-01,3038.180,3023.080,3038.330,3013.930,280110445.000
2023-11-02,3028.660,3009.410,3038.640,3009.120,268794581.000
2023-11-03,3012.470,3030.800,3040.980,3012.470,268486347.000
2023-11-06,3047.130,3058.410,3058.990,3037.690,372949630.000
2023-11-07,3052.920,3057.270,3064.580,3042.470,326853455.000
2023-11-08,3051.150,3052.370,3062.990,3037.290,335677834.000
2023-11-09,3047.650,3053.280,3063.470,3045.830,315621764.000
2023-11-10,3043.560,3038.970,3044.000,3027.090,285546497.000
2023-11-13,3044.030,3046.530,3048.620,3028.170,290430588.000
2023-11-14,3046.820,3056.070,3059.530,3044.430,294844733.000
2023-11-15,3077.030,3072.830,3080.130,3064.350,304250107.000
2023-11-16,3066.860,3050.930,3071.450,3050.930,271079460.000
2023-11-17,3043.620,3054.370,3055.860,3033.750,267606393.000
2023-11-20,3056.930,3068.320,3072.510,3043.510,287556998.000
2023-11-21,3074.830,3067.930,3089.770,3063.340,330733102.000
2023-11-22,3060.500,3043.610,3067.960,3043.610,289056490.000
2023-11-23,3041.680,3061.860,3062.870,3034.300,276592059.000
2023-11-24,3060.330,3040.970,3060.330,3037.200,287788413.000
2023-11-27,3038.190,3031.700,3038.360,3015.010,310517868.000
2023-11-28,3028.600,3038.550,3039.690,3020.230,268920746.000
2023-11-29,3038.460,3021.690,3038.980,3017.660,277956448.000
2023-11-30,3021.100,3029.670,3030.910,3013.770,282945357.000
2023-12-01,3027.350,3031.640,3035.760,3010.230,286089700.000
2023-12-04,3033.300,3022.910,3038.980,3022.350,288162053.000
2023-12-05,3017.010,2972.300,3017.010,2972.300,293943278.000
2023-12-06,2966.950,2968.930,2985.310,2959.600,294104187.000
2023-12-07,2965.650,2966.210,2976.010,2949.140,296243687.000
2023-12-08,2965.390,2969.560,2980.830,2962.330,369138705.000
2023-12-11,2956.290,2991.440,2995.670,2930.420,360216344.000
2023-12-12,2986.330,3003.440,3003.750,2980.450,287638762.000
2023-12-13,2997.340,2968.760,2997.340,2968.760,282754098.000
2023-12-14,2979.700,2958.990,2986.180,2958.070,271457650.000
2023-12-15,2966.300,2942.560,2976.310,2940.030,289327642.000
2023-12-18,2936.580,2930.800,2951.150,2924.330,293086999.000
2023-12-19,2928.760,2932.390,2940.500,2914.130,265926980.000
2023-12-20,2932.120,2902.110,2937.100,2902.040,265562454.000
2023-12-21,2892.020,2918.710,2924.260,2882.020,282541827.000
2023-12-22,2919.290,2914.780,2935.700,2906.510,296628367.000
2023-12-25,2909.880,2918.810,2920.630,2903.990,229814178.000
2023-12-26,2917.970,2898.880,2917.970,2892.840,228140855.000
2023-12-27,2900.150,2914.610,2917.960,2890.170,247900882.000
2023-12-28,2913.110,2954.700,2961.650,2909.390,339213116.000
2023-12-29,2950.840,2974.930,2975.030,2950.020,290672687.000
2024-01-02,2972.780,2962.280,2976.270,2962.280,304141793.000
2024-01-03,2957.110,2967.250,2971.280,2953.290,285455945.000
2024-01-04,2965.510,2954.350,2966.680,2936.630,264980924.000
2024-01-05,2949.820,2929.180,2967.970,2916.720,301040239.000
2024-01-08,2923.460,2887.540,2924.460,2887.540,270275055.000
2024-01-09,2887.110,2893.250,2900.730,2878.410,262955975.000
2024-01-10,2886.980,2877.700,2903.160,2870.420,244046526.000
2024-01-11,2873.800,2886.650,2896.180,2867.720,267050764.000
2024-01-12,2880.040,2881.980,2904.170,2878.880,261602931.000
2024-01-15,2872.560,2886.290,2904.460,2869.220,244611236.000
2024-01-16,2881.560,2893.990,2896.680,2861.130,286286714.000
2024-01-17,2887.290,2833.620,2887.490,2833.620,261251308.000
2024-01-18,2822.670,2845.780,2849.260,2760.980,390396855.000
2024-01-19,2836.970,2832.280,2849.880,2822.840,266664388.000
2024-01-22,2826.500,2756.340,2828.320,2735.370,350165758.000
2024-01-23,2746.890,2770.980,2784.840,2724.160,308749417.000
2024-01-24,2782.140,2820.770,2823.700,2743.400,369070600.000
2024-01-25,2823.830,2906.110,2906.790,2821.710,442009045.000
2024-01-26,2897.910,2910.220,2924.310,2890.480,421109084.000
2024-01-29,2910.610,2883.360,2923.900,2883.330,410581311.000
2024-01-30,2866.280,2830.530,2881.350,2829.250,335661226.000
2024-01-31,2815.500,2788.550,2834.010,2782.590,377103965.000
2024-02-01,2773.420,2770.740,2805.010,2752.780,352889185.000
2024-02-02,2773.290,2730.150,2791.680,2666.330,426230199.000
2024-02-05,2716.080,2702.190,2739.740,2635.090,478990292.000
2024-02-06,2680.480,2789.490,2802.930,2669.670,502849313.000
2024-02-07,2791.510,2829.700,2829.700,2770.530,547117439.000
2024-02-08,2832.490,2865.900,2867.470,2827.900,531108893.000
2024-02-19,2886.590,2910.540,2910.540,2867.710,458967704.000
2024-02-20,2902.880,2922.730,2927.310,2887.470,350138735.000
2024-02-21,2906.020,2950.960,2994.610,2898.050,444245463.000
2024-02-22,2945.450,2988.360,2988.360,2944.500,354132536.000
2024-02-23,2992.910,3004.880,3009.140,2979.970,380083270.000
2024-02-26,3002.120,2977.020,3009.480,2967.060,409026558.000
2024-02-27,2966.420,3015.480,3015.480,2961.150,372984687.000
2024-02-28,3016.260,2957.850,3031.490,2957.850,544109093.000
2024-02-29,2943.620,3015.170,3015.170,2943.620,409696374.000
2024-03-01,3013.820,3027.020,3032.230,3003.760,379132184.000
2024-03-04,3026.610,3039.310,3040.340,3007.680,387760002.000
2024-03-05,3027.100,3047.790,3052.540,3022.180,383509955.000
2024-03-06,3041.750,3039.930,3060.560,3034.350,340982739.000
2024-03-07,3040.210,3027.400,3063.690,3023.120,377154391.000
2024-03-08,3026.170,3046.020,3049.190,3016.900,319204392.000
2024-03-11,3042.620,3068.460,3068.460,3035.450,361608821.000
2024-03-12,3068.180,3055.940,3075.130,3044.860,415743914.000
2024-03-13,3053.340,3043.830,3061.950,3031.900,365047453.000
2024-03-14,3042.410,3038.230,3060.000,3020.640,364072290.000
2024-03-15,3031.520,3054.640,3056.450,3023.220,360268463.000
2024-03-18,3057.210,3084.930,3085.310,3055.920,406653508.000
2024-03-19,3077.980,3062.760,3090.050,3062.630,384123680.000
2024-03-20,3058.650,3079.690,3081.750,3056.650,349187729.000
2024-03-21,3084.410,3077.110,3090.050,3069.270,366877968.000
2024-03-22,3070.550,3048.030,3073.210,3027.760,394740486.000
2024-03-25,3040.500,3026.310,3065.260,3026.310,387485389.000
2024-03-26,3026.920,3031.480,3036.490,3006.260,345928787.000
2024-03-27,3026.810,2993.140,3030.450,2993.140,343198010.000
2024-03-28,2988.590,3010.660,3033.370,2984.120,353200026.000
2024-03-29,3008.380,3041.170,3041.300,3008.170,334822785.000
2024-04-01,3049.020,3077.380,3078.490,3049.020,375393640.000
2024-04-02,3076.880,3074.960,3085.540,3063.980,367304262.000
2024-04-03,3074.890,3069.300,3079.020,3057.400,363211380.000
2024-04-08,3057.330,3047.050,3077.350,3045.470,402936740.000
2024-04-09,3044.610,3048.540,3051.590,3033.210,333489965.000
2024-04-10,3045.960,3027.330,3049.610,3013.590,348991721.000
2024-04-11,3013.570,3034.250,3050.340,3009.900,340894392.000
2024-04-12,3035.580,3019.470,3043.560,3014.830,334229771.000
2024-04-15,3013.670,3057.380,3066.940,2995.540,461239244.000
2024-04-16,3043.550,3007.070,3052.430,3005.340,448070473.000
2024-04-17,3008.060,3071.380,3071.380,3002.060,413358368.000
2024-04-18,3060.030,3074.220,3102.550,3057.760,416321349.000
2024-04-19,3060.300,3065.260,3080.320,3055.060,375543855.000
2024-04-22,3059.060,3044.600,3078.420,3042.540,357216399.000
2024-04-23,3038.610,3021.980,3044.940,3016.520,325595128.000
2024-04-24,3029.400,3044.820,3045.640,3019.120,305264093.000
2024-04-25,3037.930,3052.900,3060.260,3034.650,292280148.000
2024-04-26,3054.980,3088.640,3092.430,3054.980,439382563.000
2024-04-29,3086.680,3113.040,3119.690,3080.590,506925445.000
2024-04-30,3110.160,3104.820,3123.290,3104.290,440213213.000
2024-05-06,3132.510,3140.720,3142.380,3126.770,450656899.000
2024-05-07,3139.660,3147.740,3151.220,3133.690,379102564.000
2024-05-08,3141.490,3128.480,3144.990,3126.170,334000320.000
2024-05-09,3128.160,3154.320,3158.460,3128.160,360881462.000
2024-05-10,3158.590,3154.550,3163.140,3137.150,384287495.000
2024-05-13,3139.480,3148.020,3157.370,3126.170,397030565.000
2024-05-14,3148.850,3145.770,3155.810,3137.610,343526194.000
2024-05-15,3141.250,3119.900,3142.970,3117.930,321027962.000
2024-05-16,3127.180,3122.400,3137.880,3116.160,367417361.000
2024-05-17,3121.710,3154.030,3154.030,3116.780,383915244.000
2024-05-20,3156.150,3171.150,3174.270,3155.990,426867280.000
2024-05-21,3164.680,3157.970,3165.220,3148.340,335783572.000
2024-05-22,3157.190,3158.540,3166.920,3152.460,354098082.000
2024-05-23,3149.880,3116.390,3150.630,3110.280,353943727.000
2024-05-24,3110.750,3088.870,3130.420,3087.790,306532279.000
2024-05-27,3094.140,3124.040,3125.510,3091.990,319396765.000
2024-05-28,3122.390,3109.570,3130.310,3106.360,310066974.000
2024-05-29,3108.030,3111.020,3128.140,3100.980,289970346.000
2024-05-30,3103.710,3091.680,3121.220,3085.380,302380762.000
2024-05-31,3094.760,3086.810,3107.600,3086.810,276072816.000
2024-06-03,3085.980,3078.490,3097.200,3061.280,357563362.000
2024-06-04,3071.320,3091.200,3095.320,3063.590,309287598.000
2024-06-05,3086.050,3065.400,3092.350,3064.740,290542344.000
2024-06-06,3069.440,3048.790,3077.670,3040.830,369867104.000
2024-06-07,3053.920,3051.280,3065.020,3031.040,316342484.000
2024-06-11,3042.130,3028.050,3043.200,3013.860,310481942.000
2024-06-12,3025.300,3037.470,3042.040,3021.310,279452106.000
2024-06-13,3038.090,3028.920,3040.400,3022.820,297862463.000
2024-06-14,3020.960,3032.630,3037.900,3011.580,348746753.000
2024-06-17,3017.720,3015.890,3026.620,3012.050,295763448.000
2024-06-18,3015.070,3030.250,3031.980,3012.520,273625999.000
2024-06-19,3029.100,3018.050,3030.230,3015.330,261296248.000
2024-06-20,3015.720,3005.440,3028.510,3001.770,295515907.000
2024-06-21,2998.240,2998.140,3011.910,2985.930,255001251.000
2024-06-24,2982.830,2963.100,2990.640,2960.130,298653884.000
2024-06-25,2962.770,2950.000,2971.650,2935.540,273209938.000
2024-06-26,2943.450,2972.530,2976.670,2933.330,282388409.000
2024-06-27,2962.700,2945.850,2963.060,2944.900,270548519.000
2024-06-28,2940.300,2967.400,2985.470,2939.980,315201432.000
2024-07-01,2965.250,2994.730,2996.410,2961.860,297782235.000
2024-07-02,2992.860,2997.010,3004.990,2989.470,281364683.000
2024-07-03,2995.660,2982.380,2998.540,2978.070,246284642.000
2024-07-04,2984.830,2957.570,2995.570,2955.290,274268789.000
2024-07-05,2954.370,2949.930,2957.110,2920.200,272324556.000
2024-07-08,2939.840,2922.450,2947.610,2917.230,277533424.000
2024-07-09,2919.570,2959.370,2963.780,2904.040,315062031.000
2024-07-10,2949.030,2939.360,2958.860,2935.330,301549456.000
2024-07-11,2957.250,2970.390,2971.360,2947.400,328372424.000
2024-07-12,2965.610,2971.300,2977.140,2963.300,303713014.000
2024-07-15,2963.850,2974.010,2977.310,2959.130,268992597.000
2024-07-16,2963.900,2976.300,2977.360,2959.670,260783630.000
2024-07-17,2970.810,2962.850,2972.790,2957.950,282307991.000
2024-07-18,2951.140,2977.130,2978.090,2937.900,278022665.000
2024-07-19,2963.510,2982.310,2986.240,2955.120,280932413.000
2024-07-22,2978.190,2964.220,2978.600,2946.560,278749559.000
2024-07-23,2960.500,2915.370,2960.500,2915.370,296295994.000
2024-07-24,2909.150,2901.950,2922.030,2894.290,306118853.000
2024-07-25,2891.890,2886.740,2897.770,2872.850,274639500.000
2024-07-26,2886.000,2890.900,2899.120,2875.400,278387536.000
2024-07-29,2889.470,2891.850,2898.950,2878.580,256899727.000
2024-07-30,2885.220,2879.300,2885.220,2865.150,262478837.000
2024-07-31,2877.540,2938.750,2940.590,2876.300,412723417.000
2024-08-01,2940.120,2932.390,2947.880,2928.830,346621137.000
2024-08-02,2913.020,2905.340,2931.260,2902.720,312205039.000
2024-08-05,2889.360,2860.700,2919.030,2860.700,355540572.000
2024-08-06,2878.650,2867.280,2888.200,2845.340,297300803.000
2024-08-07,2864.010,2869.830,2886.940,2857.720,263097150.000
2024-08-08,2864.760,2869.900,2886.400,2850.870,289128632.000
2024-08-09,2879.870,2862.190,2887.850,2862.190,284253916.000
2024-08-12,2858.890,2858.200,2869.270,2851.300,244241371.000
2024-08-13,2860.410,2867.950,2867.950,2845.310,231674601.000
2024-08-14,2866.240,2850.650,2866.240,2850.400,217885170.000
2024-08-15,2844.200,2877.360,2889.090,2839.390,271900000.000
2024-08-16,2877.940,2879.430,2888.680,2873.060,263653441.000
2024-08-19,2877.950,2893.670,2905.150,2877.770,261687730.000
2024-08-20,2895.550,2866.660,2896.520,2855.330,263658002.000
2024-08-21,2858.940,2856.580,2863.890,2848.150,229200027.000
2024-08-22,2856.200,2848.770,2861.610,2845.500,245399415.000
2024-08-23,2844.770,2854.370,2860.730,2839.340,226692565.000
2024-08-26,2855.470,2855.520,2860.650,2844.380,227351523.000
2024-08-27,2850.880,2848.730,2853.780,2843.160,230693006.000
2024-08-28,2844.330,2837.430,2852.560,2830.960,228730623.000
2024-08-29,2829.450,2823.110,2831.430,2815.380,277510534.000
2024-08-30,2819.650,2842.210,2867.960,2817.010,397516975.000
2024-09-02,2832.350,2811.040,2839.280,2810.370,340714193.000
2024-09-03,2809.170,2802.980,2814.900,2794.910,275736139.000
2024-09-04,2786.500,2784.280,2800.610,2781.940,257453500.000
2024-09-05,2785.260,2788.310,2796.020,2777.470,242040948.000
2024-09-06,2791.760,2765.810,2804.090,2765.640,253645375.000
2024-09-09,2754.720,2736.490,2756.560,2726.970,261468847.000
2024-09-10,2737.880,2744.190,2750.120,2718.630,262159015.000
2024-09-11,2732.730,2721.800,2732.730,2710.620,242264900.000
2024-09-12,2722.140,2717.120,2734.680,2716.560,240084315.000
2024-09-13,2718.990,2704.090,2728.780,2703.370,251270038.000
2024-09-18,2705.350,2717.280,2724.110,2689.700,247817132.000
2024-09-19,2723.210,2736.020,2747.740,2697.780,315208389.000
2024-09-20,2734.230,2736.810,2741.160,2717.950,285644627.000
2024-09-23,2735.390,2748.920,2760.480,2731.360,257642154.000
2024-09-24,2770.750,2863.130,2863.150,2761.370,477619545.000
2024-09-25,2901.420,2896.310,2952.450,2889.050,568259816.000
2024-09-26,2893.750,3000.950,3000.950,2889.010,576319261.000
2024-09-27,3049.100,3087.530,3087.530,3017.450,492287163.000
2024-09-30,3194.720,3336.500,3358.590,3153.700,1102337917.000
2024-10-08,3674.400,3489.780,3674.400,3372.190,1313460195.000
2024-10-09,3427.220,3258.860,3437.160,3249.160,992757256.000
2024-10-10,3277.690,3301.930,3379.810,3228.120,834500257.000
2024-10-11,3287.870,3217.740,3297.750,3187.990,606027433.000
2024-10-14,3241.430,3284.320,3294.620,3203.900,631466859.000
2024-10-15,3265.750,3201.290,3285.210,3201.290,566054558.000
2024-10-16,3169.170,3202.950,3236.850,3167.740,515813997.000
2024-10-17,3220.730,3169.380,3241.570,3169.380,528611772.000
2024-10-18,3165.970,3261.560,3313.980,3152.820,693014623.000
2024-10-21,3276.060,3268.110,3300.660,3239.100,668150299.000
2024-10-22,3263.820,3285.870,3294.960,3255.140,574913781.000
2024-10-23,3285.250,3302.800,3331.080,3277.070,650444128.000
2024-10-24,3287.820,3280.260,3292.940,3266.880,519827074.000
2024-10-25,3280.760,3299.700,3319.360,3276.130,595651707.000
2024-10-28,3300.460,3322.200,3322.200,3279.720,672373131.000
2024-10-29,3328.090,3286.410,3340.460,3284.210,725326154.000
2024-10-30,3273.640,3266.240,3291.680,3244.810,669018090.000
2024-10-31,3267.980,3279.820,3295.740,3252.390,784649094.000
2024-11-01,3275.580,3272.010,3305.320,3258.730,852055320.000
2024-11-04,3275.680,3310.210,3310.210,3263.840,665077454.000
2024-11-05,3306.810,3386.990,3386.990,3302.050,821124902.000
2024-11-06,3395.220,3383.810,3421.000,3367.080,895855930.000
2024-11-07,3359.990,3470.660,3470.660,3356.260,959556680.000
2024-11-08,3502.130,3452.300,3509.820,3443.190,964034562.000
2024-11-11,3432.370,3470.070,3471.120,3416.730,818025436.000
2024-11-12,3469.890,3421.970,3489.420,3402.040,817926524.000
2024-11-13,3406.920,3439.280,3442.300,3404.530,673662348.000
2024-11-14,3429.510,3379.840,3441.770,3376.150,631556690.000
2024-11-15,3369.810,3330.730,3391.320,3330.730,630285583.000
2024-11-18,3344.690,3323.850,3386.900,3309.010,743950692.000
2024-11-19,3324.880,3346.010,3346.760,3284.130,625024151.000
2024-11-20,3337.680,3367.990,3375.250,3333.000,566154289.000
2024-11-21,3362.940,3370.400,3378.520,3348.860,530331830.000
2024-11-22,3368.040,3267.190,3372.000,3267.190,630687790.000
2024-11-25,3274.880,3263.760,3285.460,3232.920,538897390.000
2024-11-26,3256.860,3259.760,3285.330,3252.870,472219304.000
2024-11-27,3250.590,3309.780,3309.880,3227.360,511202303.000
2024-11-28,3308.280,3295.700,3319.260,3290.360,511953047.000
2024-11-29,3295.210,3326.460,3357.500,3293.690,580227102.000
2024-12-02,3328.480,3363.980,3369.300,3323.010,668477762.000
2024-12-03,3366.290,3378.810,3386.620,3348.370,663030139.000
2024-12-04,3376.570,3364.650,3388.020,3352.940,621028862.000
2024-12-05,3353.060,3368.860,3377.060,3353.060,543885746.000
2024-12-06,3370.940,3404.080,3418.260,3364.210,698186572.000
2024-12-09,3402.630,3402.530,3426.650,3385.960,694905205.000
2024-12-10,3490.290,3422.660,3494.870,3417.770,794668034.000
2024-12-11,3416.090,3432.490,3437.810,3416.090,681544610.000
2024-12-12,3432.280,3461.500,3464.120,3425.980,700096689.000
2024-12-13,3442.930,3391.880,3442.930,3390.750,777464144.000
2024-12-16,3390.080,3386.330,3401.930,3376.540,625578996.000
2024-12-17,3381.810,3361.490,3396.210,3357.770,568941505.000
2024-12-18,3371.300,3382.210,3396.460,3371.300,512524979.000
2024-12-19,3355.900,3370.030,3377.530,3346.470,513909063.000
2024-12-20,3364.480,3368.070,3390.620,3362.820,490964621.000
2024-12-23,3367.900,3351.260,3384.990,3348.280,556747248.000
2024-12-24,3353.540,3393.530,3394.900,3352.950,471992673.000
2024-12-25,3395.110,3393.350,3406.210,3374.010,471315592.000
2024-12-26,3389.340,3398.080,3401.100,3380.260,422177271.000
2024-12-27,3397.290,3400.140,3418.950,3388.320,500488130.000
2024-12-30,3395.400,3407.330,3412.840,3394.960,455262383.000
2024-12-31,3406.970,3351.760,3413.450,3351.760,502731062.000
2025-01-02,3347.940,3262.560,3351.720,3242.090,561375199.000
2025-01-03,3267.080,3211.430,3273.570,3205.780,517592014.000
2025-01-06,3209.780,3206.920,3219.490,3185.460,430978403.000
2025-01-07,3203.310,3229.640,3230.850,3190.460,409660529.000
2025-01-08,3218.860,3230.170,3246.290,3175.720,472864390.000
2025-01-09,3220.720,3211.390,3228.970,3205.910,382943557.000
2025-01-10,3211.710,3168.520,3220.110,3168.520,403663348.000
2025-01-13,3148.830,3160.760,3172.700,3140.980,372742023.000
2025-01-14,3165.160,3240.940,3245.220,3159.430,469212704.000
2025-01-15,3234.720,3227.120,3245.900,3222.240,404723199.000
2025-01-16,3239.030,3236.030,3265.280,3217.100,430655539.000
2025-01-17,3226.760,3241.820,3256.510,3219.770,383599260.000
2025-01-20,3256.150,3244.380,3268.260,3238.120,403337948.000
2025-01-21,3256.830,3242.620,3258.610,3229.070,384583718.000
2025-01-22,3235.490,3213.620,3235.500,3203.380,364817518.000
2025-01-23,3237.600,3230.160,3273.520,3229.570,458246803.000
2025-01-24,3222.880,3252.630,3260.010,3221.710,398653033.000
2025-01-27,3256.610,3250.600,3274.390,3250.600,387467642.000
2025-02-05,3270.160,3229.490,3271.020,3220.280,406388181.000
2025-02-06,3226.580,3270.660,3271.430,3225.850,460842730.000
2025-02-07,3269.230,3303.670,3324.430,3262.510,600558451.000
2025-02-10,3308.040,3322.170,3325.360,3299.240,546589749.000
2025-02-11,3323.670,3318.060,3324.170,3304.440,511943541.000
2025-02-12,3312.260,3346.390,3346.390,3310.390,513437828.000
2025-02-13,3343.230,3332.480,3359.180,3332.480,568631161.000
2025-02-14,3328.480,3346.720,3349.080,3322.530,532332965.000
2025-02-17,3355.420,3355.830,3357.120,3333.190,589546569.000
2025-02-18,3348.980,3324.490,3366.010,3314.300,562679240.000
2025-02-19,3320.780,3351.540,3352.090,3320.580,502912965.000
2025-02-20,3347.590,3350.780,3355.560,3338.030,504357114.000
2025-02-21,3356.690,3379.110,3381.060,3339.030,608190206.000
2025-02-24,3374.080,3373.030,3384.810,3355.870,598188203.000
2025-02-25,3345.650,3346.040,3369.560,3337.840,527578562.000
